af:decimal:latn:normal:other:default:#,##0.###
bn:decimal:latn:long:other:10000000:00 মিলিয়ন
bn:decimal:latn:long:one:100000000:000 মিলিয়ন
bn:decimal:latn:long:other:100000000:000 মিলিয়ন
bn:decimal:latn:long:one:1000000000:0 বিলিয়ন
bn:decimal:latn:long:other:1000000000:0 বিলিয়ন
bn:decimal:latn:long:one:10000000000:00 বিলিয়ন
bn:decimal:latn:long:other:10000000000:00 বিলিয়ন
bn:decimal:latn:long:one:100000000000:000 বিলিয়ন
bn:decimal:latn:long:other:100000000000:000 বিলিয়ন
bn:decimal:latn:long:one:1000000000000:0 ট্রিলিয়ন
bn:decimal:latn:long:other:1000000000000:0 ট্রিলিয়ন
bn:decimal:latn:long:one:10000000000000:00 ট্রিলিয়ন
bn:decimal:latn:long:other:10000000000000:00 ট্রিলিয়ন
bn:decimal:latn:long:one:100000000000000:000 ট্রিলিয়ন
bn:decimal:latn:long:other:100000000000000:000 ট্রিলিয়ন
bn:decimal:latn:short:one:1000:0 হাজার
bn:decimal:latn:short:other:1000:0 হাজার
bn:decimal:latn:short:one:10000:00 হাজার
bn:decimal:latn:short:other:10000:00 হাজার
bn:decimal:latn:short:one:100000:0 লাখ
bn:decimal:latn:short:other:100000:0 লাখ
bn:decimal:latn:short:one:1000000:0M
bn:decimal:latn:short:other:1000000:0M
bn:decimal:latn:short:one:10000000:00M
bn:decimal:latn:short:other:10000000:00M
bn:decimal:latn:short:one:100000000:000M
bn:decimal:latn:short:other:100000000:000M
bn:decimal:latn:short:one:1000000000:0B
bn:decimal:latn:short:other:1000000000:0B
bn:decimal:latn:short:one:10000000000:00B
bn:decimal:latn:short:other:10000000000:00B
bn:decimal:latn:short:one:100000000000:000B
bn:decimal:latn:short:other:100000000000:000B
bn:decimal:latn:short:one:1000000000000:0T
bn:decimal:latn:short:other:1000000000000:0T
bn:decimal:latn:short:one:10000000000000:00T
bn:decimal:latn:short:other:10000000000000:00T
bn:decimal:latn:short:one:100000000000000:000T
bn:decimal:latn:short:other:100000000000000:000T
bo:decimal:latn:normal:other:default:#,##0.###
br:decimal:latn:normal:other:default:#,##0.###
br:decimal:latn:long:one:1000:0 miliad
br:decimal:latn:long:two:1000:0 viliad
br:decimal:latn:long:few:1000:0 miliad
br:decimal:latn:long:many:1000:0 a viliadoù
br:decimal:latn:long:other:1000:0 miliad
br:decimal:latn:long:one:10000:00 miliad
br:decimal:latn:long:two:10000:00 viliad
br:decimal:latn:long:few:10000:00 miliad
br:decimal:latn:long:many:10000:00 a viliadoù
br:decimal:latn:long:other:10000:00 miliad
br:decimal:latn:long:one:100000:000 miliad
br:decimal:latn:long:two:100000:000 viliad
br:decimal:latn:long:few:100000:000 miliad
br:decimal:latn:long:many:100000:000 a viliadoù
br:decimal:latn:long:other:100000:000 miliad
br:decimal:latn:long:one:1000000:0 milion
br:decimal:latn:long:two:1000000:0 v/milion
